,Python/is_empty1,Python/is_empty2,C++/is_empty_spot29,C++/is_empty_atva19,C++/is_empty_spot28,C++/old_is_empty,/result,aut/states,aut/edges,aut/sccs,aut/ntsccs,aut/nrsccs,aut/nrstates,aut/sets,aut/acc,/bench
0,0.015859685649047606,0.0031443405797472223,0.0007027937140082941,0.0007022086039651185,0.0007044871479738504,0.011755744050606153,FFFFFF,4,8,1,1,1,4,4,Fin(0) & (Inf(1) | (Fin(2) & Inf(3))),small
1,0.02737804380012676,0.004574536259751767,0.0009165331999538466,0.000922300859936513,0.0009207565319957211,0.009286072920076549,TTTTTT,7,18,6,5,1,2,3,Fin(0) & Fin(2) & Inf(1),small
2,0.031357183901127426,0.005268746899673715,0.0012665557500440628,0.001269168494909536,0.0012730011850362643,0.010466585148242303,TTTTTT,11,35,6,5,1,2,5,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & Fin(4),small
3,0.02610914360266179,0.004689494860358536,0.0009470492320833727,0.0009516061739996076,0.0009444582159630954,0.016037584602599964,TTTTTT,8,27,6,4,1,2,6,((Fin(0) & Inf(1)) | (Fin(2) & Inf(3))) & Fin(4) & Inf(5),small
4,0.006046533600892872,0.0031363284599501638,0.0007398849000455811,0.0007402922939509153,0.0007400868419790641,0.021503326104721054,FFFFFF,10,28,1,1,1,10,5,((Inf(4) | Fin(0)) & Fin(1)) | (Inf(2)&Inf(3)),small
5,0.01719808895140886,0.003019988390151411,0.000623923059902154,0.0006231682980433106,0.0006245493739843368,0.02563476489740424,FFFFFF,10,27,1,1,1,10,5,(Inf(1) | (Fin(0) & Inf(4)) | Fin(2)) & Fin(3),small
6,0.03807513000210747,0.02756495889625512,0.004571214820025489,0.004641022140858695,0.004620596460299566,0.012101156049175188,TTTTTT,10,19,2,1,1,9,6,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)),small
7,0.016907848048140293,0.0033491547597805037,0.0008584087539929896,0.0008609859080752358,0.0008639573440887034,0.020110769796883688,FFFFFF,10,19,1,1,1,10,6,Fin(5) & ((Fin(1) & (Inf(3) | Inf(4))) | (Fin(0)|Fin(2))),small
8,0.02284419119823724,0.024440945900278167,0.003098590309964493,0.003054671019781381,0.0030927016801433637,0.008375874100020156,TTTTTT,10,12,5,2,2,7,6,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)),small
9,0.019334280650946313,0.017847655049990863,0.0017511934551293963,0.001610405620012898,0.0016357875749235973,0.00893478236044757,FFFFFF,2,4,1,1,1,2,4,(Fin(0)|Fin(1)) & (Fin(2)|Fin(3)),small
10,0.04749362060101703,0.045476269396021965,0.004446447999216616,0.004381850359495729,0.004420859660021961,0.011576898299972526,TTTTTT,2,4,1,1,1,2,6,(Fin(0)|Fin(1)) & (Fin(2)|Fin(3)) & (Fin(4)|Fin(5)),small
11,0.10769184248056263,0.08239506440004334,0.012267999799223616,0.01200277725001797,0.012054240101133474,0.01784758789872285,TTTTTT,2,8,1,1,1,2,8,Fin(5) & (Inf(4) | (Fin(3) & (Inf(2) | (Fin(1) & Inf(0))))) & (Inf(6) | Inf(7)) & (Fin(6)|Fin(7)),small
0,24.111082399031147,3.3289505500579253,3.295299210003577,3.323298409814015,3.3297130203573033,445.1245070085861,FFFFFF,100000,125499,1,1,1,100000,20,(((Inf(8) | (Inf(15)&Inf(19))) & ((Fin(4) & (Fin(9)|Fin(10)|Fin(14)|Fin(16))) | (Fin(6) & Inf(18)))) | Inf(13) | (Fin(0) & (Inf(11)&Inf(12)&Inf(17)))) & ((Fin(2)|Fin(3)) | (Fin(7) & Fin(5) & Fin(1))),random
1,6.625010099960491,0.030801449494902045,0.025560818501980977,0.027123226498952137,0.024958998803049325,485.7460369821638,FFFFFF,100000,125538,6,1,1,99995,20,Inf(12) | (((Fin(5) & (Inf(3) | Fin(11)) & (Inf(6)&Inf(7))) | Inf(10) | ((Inf(17) | Fin(2)) & Inf(18))) & ((Inf(13) & (Fin(1) | Inf(8)) & (Inf(16) | Fin(0))) | Fin(14) | Inf(15))) | Inf(19) | Inf(9) | Fin(4),random
2,17.6343461003853,0.05952137899585068,0.05411636440549046,0.05425710439449176,0.054411752405576407,510.58225601445884,FFFFFF,100000,125387,4,1,1,99997,20,(Inf(18) | (Inf(6) & Fin(19)) | Fin(1)) & (Inf(4) | ((Inf(11) | Fin(17)) & Fin(9) & Fin(3))) & (Inf(13) | (Inf(0)&Inf(15))) & ((Fin(10) & (Fin(5)|Fin(12)) & (Inf(2)&Inf(14))) | Inf(8)) & Inf(16) & Fin(7),random
3,6.566835559206083,0.042252685397397724,0.03731565399793908,0.037426392000634225,0.037394541897810996,502.08818999817595,FFFFFF,100000,125336,1,1,1,100000,20,(Inf(15) | Fin(5) | (Fin(9) & (Fin(3) | Inf(2)))) & Inf(10) & ((Inf(4)&Inf(7)) | (Fin(14) & (Inf(1)&Inf(6)&Inf(18)))) & ((Fin(16) & (Inf(12) | (Inf(8)&Inf(11)) | (Inf(17) & Fin(13) & Fin(19)))) | Inf(0)),random
4,27.591780701186508,3.3311883499845862,3.3197910204762593,3.3351875300286338,3.319496040348895,23645.899793016724,FFFFFF,100000,125413,5,1,1,99996,20,((Fin(17) & Fin(11)) | Fin(2) | (((Fin(3)|Fin(16)) | Inf(6)) & (Inf(8) | (Fin(10)|Fin(13)|Fin(15))))) & ((Fin(19) & Fin(12)) | Inf(7) | Fin(14)) & (Inf(18) | Fin(9)) & ((Fin(1)|Fin(5)) | (Fin(4) & Inf(0))),random
5,6.145540539873764,0.04281785180792212,0.03784285979927517,0.03801323929801583,0.038034380198223514,200.31603501411155,FFFFFF,100000,125396,9,1,1,99992,20,Inf(15) | Fin(14) | Inf(2) | (Inf(1)&Inf(3)&Inf(9)) | (Inf(7)&Inf(12)) | ((Inf(13) | Fin(10)) & ((Inf(8) & Fin(16) & (Fin(11)|Fin(19))) | ((Inf(6)&Inf(18)) & Fin(5) & Fin(17)) | Inf(4) | Inf(0))),random
6,16.676036998978816,0.08480464259628206,0.0797025355976075,0.07951172299217432,0.07931119159329683,388.5352640063502,FFFFFF,100000,125541,6,1,1,99995,20,((Fin(8)|Fin(18)) | Inf(1) | (Inf(5)&Inf(15))) & Fin(12) & ((Fin(6)|Fin(10)) | (Inf(0)&Inf(17)) | Inf(3) | Inf(16) | (Fin(11) & Inf(4)) | (((Fin(7)|Fin(14)) | Inf(19)) & (Inf(2)&Inf(9)&Inf(13)))),random
7,17.82578190031927,6.946085080271587,6.841306540882215,21.244178398046643,21.23190860147588,253.14041902311146,FFFFFF,100000,125447,2,1,1,99999,20,(((Fin(9) & (Inf(8)&Inf(14))) | Fin(11)) & (Fin(13) | (Inf(18) & Fin(2) & Fin(3)))) | (Fin(16) & (Inf(19) | (Fin(0)|Fin(6)) | (((Fin(12) & Inf(7)) | Fin(1) | (Fin(4) & (Fin(10) | Inf(15)) & Inf(5))) & Inf(17)))),random
8,29.517048300476745,22.16693590162322,11.808564199600369,11.823775400989689,11.65201420080848,825.6559849833138,TTTTTT,100000,125167,2,1,1,99999,20,Fin(15) & Fin(16) & ((Fin(3) & Inf(11) & Fin(0)) | Inf(6)) & (Inf(14) | (Fin(2)|Fin(9)) | (Inf(13) & Fin(18)) | (Fin(10) & Fin(1)) | Inf(8)) & ((Inf(4) & (Inf(12) | Inf(7) | Fin(19))) | (Fin(5)|Fin(17))),random
9,20.430288201896474,1.0011202699388377,0.979265111964196,0.9787225499749184,0.9816575460135937,293.66281698457897,FFFFFF,100000,125494,7,1,1,99994,20,(((Inf(0) | Fin(14)) & Fin(18)) | ((Inf(2) | Inf(19)) & (Inf(6)&Inf(12)) & Fin(15)) | (Inf(16) & Fin(17)) | Inf(5)) & (Inf(1)&Inf(7)) & Fin(3) & (Inf(4) | Fin(10) | (Fin(13) & Inf(11)) | Inf(9)) & Fin(8),random
10,6.53737113927491,0.0718896865961142,0.06733580059371888,0.06750644219573587,0.06752207219833509,271.39897499000654,FFFFFF,100000,125368,18,2,2,99984,20,((Inf(15) & Fin(1) & (((Inf(6) | Inf(16)) & Fin(2)) | Fin(3))) | (((Fin(11)|Fin(17)) | Inf(12)) & (Inf(19) | Fin(13))) | ((Inf(4) | Fin(0)) & Inf(10)) | ((Inf(7)&Inf(14)) & (Fin(9) | (Inf(5) & Fin(18))))) & Inf(8),random
11,19.758473950787447,0.20910896902205423,0.20274792896816507,0.20134749199496582,0.20129632798489183,145.6111459992826,FFFFFF,100000,125557,2,1,1,99999,20,Fin(6) & ((Fin(4)|Fin(10)|Fin(11)|Fin(12)) | Inf(14) | (Inf(13)&Inf(18)) | ((Inf(19) | Inf(17)) & (Inf(0)&Inf(3)&Inf(7)&Inf(9)&Inf(15)) & Fin(16) & Fin(2) & Fin(8) & Fin(1) & Fin(5))),random
12,30.497337295673788,23.796513595152646,12.500607501715422,12.341198400827125,12.338942251517437,358.2117810146883,TTTTTT,100000,125583,2,1,1,99999,20,(((Inf(4)&Inf(14)) & (Fin(0) | Inf(16) | Inf(17))) | Fin(9) | (Inf(10) & Fin(2))) & (Inf(6)&Inf(11)) & (((Fin(1)|Fin(8)) & Fin(13)) | Fin(19)) & Fin(5) & Fin(18) & Fin(15) & (Fin(7) | (Inf(3)&Inf(12))),random
13,6.718894180376083,0.0386536980047822,0.033306209900183605,0.03323706369847059,0.03327975170104765,357.47531900415197,FFFFFF,100000,125346,19,1,1,99982,20,(Inf(9) | Inf(13)) & (Inf(2) | ((Inf(10)&Inf(18)) & (Inf(14) | Fin(12) | Inf(19) | Inf(5) | Inf(11)) & (Inf(4) | Fin(16)) & Fin(0) & ((Fin(6) & Inf(7)) | (Inf(1)&Inf(8))))) & Inf(17) & (Fin(15) | Inf(3)),random
14,6.352988079888746,0.055663041793741284,0.050330846791621295,0.05065589440055192,0.050349272997118534,599.4681080337614,FFFFFF,100000,125510,12,2,2,99990,20,(((Inf(1) | Fin(6)) & Inf(9)) | (Inf(12) & (Fin(4) | Inf(11)))) & (Inf(16) | (Fin(14)|Fin(17)) | Inf(18) | ((Inf(5)&Inf(10)) & (Fin(2)|Fin(3)|Fin(15))) | (Fin(8) & ((Inf(13) & Fin(19)) | (Inf(7) & Fin(0))))),random
15,17.532352448324673,2.4004999501630664,2.3687987099401653,2.3715565697057173,2.390931799891405,4238.426834053826,FFFFFF,100000,125455,3,1,1,99998,20,Fin(16) | (((Fin(15)|Fin(18)) | Inf(12)) & (Fin(19) | (Fin(10) & ((Fin(14)|Fin(17)) | Inf(6)) & (Inf(7) | Inf(9)))) & Inf(13) & (Fin(4) | Inf(2)) & (Inf(1) | Inf(11)) & (Inf(5) | Fin(0)) & (Inf(8) | Fin(3))),random
16,6.640230379998684,0.0727408520062454,0.06770095560932532,0.06747756479308009,0.06712366699939594,5545.803500979673,FFFFFF,100000,125470,3,1,1,99998,20,((Fin(0)|Fin(1)|Fin(4)|Fin(11)|Fin(15)) | Inf(17)) & ((Fin(14)|Fin(18)) | Inf(12)) & ((Fin(2) & (Inf(7) | Fin(5))) | Inf(13) | Inf(16) | ((Inf(3) | (Fin(6)|Fin(19))) & Inf(8)) | Fin(9) | Inf(10)),random
17,17.795210698386654,6.953954240307212,6.838680339278653,6.788427060237154,6.922564640408382,278.38518895441666,FFFFFF,100000,125285,23,2,1,99974,20,(Inf(6)&Inf(15)) & (Fin(9)|Fin(16)) & ((Fin(19) & Inf(4)) | Fin(0) | (Fin(14) & Inf(7)) | Inf(17) | (Fin(13) & Inf(11) & Fin(2) & ((Inf(8)&Inf(10)&Inf(12)) | Inf(18))) | ((Inf(1)&Inf(3)) & Fin(5))),random
18,18.30516355112195,1.6480574299930595,1.642937684955541,1.6333296199445613,1.6346042550867423,266.63203799398616,FFFFFF,100000,125330,1,1,1,100000,20,Fin(2) | ((Inf(4) | (Fin(5)|Fin(9)|Fin(10)|Fin(17)) | Inf(7) | (Inf(3)&Inf(19)) | (((Inf(13)&Inf(18)) | Fin(15)) & (Inf(16) | Fin(14)) & Inf(0)) | ((Fin(6) | (Fin(8) & Inf(11))) & Inf(12))) & Fin(1)),random
19,40.870239201467484,30.63647680100985,17.834426448098384,18.102924249251373,17.559909450937994,270.2045780024491,FFFFFF,100000,125279,1,1,1,100000,20,((Inf(3)&Inf(12)) & Fin(7) & Fin(17) & Fin(0)) | Fin(1) | ((Inf(14) | Inf(13) | (Fin(9)|Fin(18)) | (Inf(5)&Inf(16)) | Inf(10)) & ((Fin(6) & Fin(19)) | Fin(4) | (Inf(11) & (Inf(8) | Inf(2)) & Fin(15)))),random
20,7.023442119825631,0.06990398439811543,0.06405406140256673,0.06413418099982664,0.06469233100069686,306.0584749910049,FFFFFF,100000,125518,3,1,1,99998,20,((((Fin(5)|Fin(6)) & Fin(2)) | Inf(0) | Inf(18) | (Fin(3)|Fin(17))) & Inf(12) & (Inf(14) | Inf(8)) & (Fin(7) | Inf(1) | Inf(13))) | (Inf(10)&Inf(16)) | (Fin(4)|Fin(15)) | (Fin(19) & Inf(9)) | Inf(11),random
21,42.514857405330986,31.242562795523554,17.974358398350887,18.1402831512969,17.477881349623203,175.61917551211081,FFFFFF,100000,125419,3,2,2,99999,20,(Fin(18) & Fin(8)) | ((Inf(2)&Inf(13)) & ((Fin(12) & Fin(17) & Inf(9)) | (Fin(10) & (Inf(7)&Inf(16)) & (Inf(15) | (Fin(6) & Fin(1) & Fin(4))) & (Inf(11) | (Fin(19) & Fin(5)) | Inf(0))) | (Fin(14) & Fin(3)))),random
22,21.76718399859965,1.7141656950116158,1.716547844989691,1.694233980088029,1.691864610183984,171.58592399209738,FFFFFF,100000,125403,1,1,1,100000,20,Fin(5) & (((Inf(1)&Inf(16)) & Fin(9) & ((Fin(8) & Inf(6) & ((Fin(7)|Fin(14)) | Inf(10) | Inf(0)) & Fin(13)) | Fin(17)) & (Inf(19) | Inf(11)) & Fin(4)) | ((Inf(18) | (Inf(3) & Fin(12))) & (Inf(2) | Fin(15)))),random
23,42.91657079011202,3.6722842801827937,3.6450644297292456,3.6412229196866974,3.6286842898698524,911.9083119439892,FFFFFF,100000,125275,4,1,1,99997,20,((Fin(5) & Fin(3)) | (Fin(15) & Inf(16)) | Fin(13)) & (Fin(19) | Inf(10) | (((Fin(12) & Inf(7)) | (Inf(14) & Fin(11))) & Inf(9)) | ((Inf(8) | Inf(1)) & ((Fin(18) & Fin(4)) | (Fin(2) & Fin(0))))) & (Fin(6) | Inf(17)),random
24,6.346259959973395,0.07051311540417374,0.06496929620625451,0.06551086779218167,0.06504971419926733,362.0792279834859,FFFFFF,100000,125464,2,1,1,99999,20,((Fin(9)|Fin(12)|Fin(19)) & (Fin(2) | ((Inf(4)&Inf(5)) & Fin(15)) | Inf(6))) | (Inf(3)&Inf(10)) | (Fin(0)|Fin(8)|Fin(14)|Fin(17)) | Inf(1) | (Inf(13) & Fin(7)) | Inf(16) | Inf(11) | Inf(18),random
25,6.629913960350677,0.07410454319324344,0.06885983820538968,0.06904330840334297,0.06922506999690085,368.5046890168451,FFFFFF,100000,125506,5,1,1,99996,20,((Fin(9)|Fin(13)) & Inf(6) & Fin(2)) | (((Fin(0) & Fin(14) & Fin(15)) | Fin(5) | Inf(10) | Inf(1) | (Fin(7) & (Inf(8)&Inf(18)))) & (Inf(17) | (Fin(12)|Fin(16)))) | Inf(11) | (Fin(3)|Fin(4)) | Inf(19),random
26,18.253966901102103,0.12506854749517515,0.11931253949296661,0.11944742201012559,0.11986376100685447,265.1087790145539,FFFFFF,100000,125371,5,2,2,99997,20,Fin(15) & Inf(13) & (((Inf(10) | Fin(6)) & Fin(5) & (Inf(0)&Inf(2)) & (Inf(3) | (Fin(1)|Fin(11))) & Fin(19) & Fin(14) & (Fin(7)|Fin(17))) | Inf(8) | (Inf(9) & Fin(12)) | (Fin(18) & Fin(4)) | Fin(16)),random
27,29.424636700423434,23.007208801573142,12.433463198249228,12.367807049304247,12.381165599799715,300.8996319840662,TTTTTT,100000,125397,2,1,1,99999,20,Fin(18) & Fin(16) & Fin(5) & Fin(10) & ((Fin(12)|Fin(15)|Fin(19)) | ((Inf(8)&Inf(11)) & Fin(1)) | (((Fin(17) & Fin(3)) | Inf(7) | Fin(6)) & (Fin(9) | Inf(4)) & (Inf(14) | (Inf(2) & Fin(0)) | Fin(13)))),random
28,16.68270855152514,0.04990296639734879,0.04457807560684159,0.044713021593634036,0.044565874198451635,211.19337202981114,FFFFFF,100000,125498,1,1,1,100000,20,Fin(1) & ((((Fin(6)|Fin(9)|Fin(11)) | (Inf(3) & Fin(19)) | Inf(2) | (Fin(8) & ((Fin(7) & Inf(16)) | Fin(15)) & Inf(0)) | (Fin(10) & Fin(14)) | Inf(5)) & Inf(17)) | (Fin(4) & Fin(18) & Inf(12))) & Inf(13),random
29,6.163399800425395,0.060502550203818825,0.05506200439995155,0.05501940919784829,0.0551938146003522,208.03472702391446,FFFFFF,100000,125235,36,1,1,99965,20,Fin(3) | Inf(19) | ((Inf(4) | (Fin(10) & Fin(12)) | (Fin(13) & Inf(18) & Fin(9))) & Fin(16) & Inf(0)) | (Inf(17) & ((Inf(2) & (Fin(8)|Fin(15))) | Inf(5) | Fin(14)) & Fin(7) & (Inf(1) | Inf(11) | Inf(6))),random
30,6.091289300238714,0.060505938599817455,0.05535982800647617,0.05557858179090545,0.05530675699701533,214.19034601422027,FFFFFF,100000,125489,1,1,1,100000,20,(((Inf(1)&Inf(8)) | Fin(4) | (Inf(10)&Inf(16))) & ((Inf(17)&Inf(19)) | Inf(5) | (Fin(2) & Fin(0) & (Inf(14) | Inf(7))) | Fin(6))) | (Inf(13) & Fin(11)) | Fin(12) | (Fin(9) & Fin(15) & Inf(18)) | Inf(3),random
31,7.006983100436628,0.06958089539548382,0.06435336200520396,0.0644144517951645,0.06449505439959466,534.4065450481139,FFFFFF,100000,125565,13,1,1,99988,20,(((Inf(5) & Fin(6)) | (Fin(10) & (((Fin(4)|Fin(15)) & Fin(17)) | Fin(16))) | (Inf(19) & (Inf(1) | Inf(14))) | Inf(18) | Inf(7)) & ((Fin(9) & Fin(12)) | (Fin(0)|Fin(3)) | Inf(2) | (Inf(13) & Fin(8)))) | Inf(11),random
32,6.49113824008964,0.091254848591052,0.08619902019854635,0.0861426174058579,0.08586106599541381,236.0831300029531,FFFFFF,100000,125199,1,1,1,100000,20,((Inf(3) | (Inf(11) & Fin(5))) & ((Inf(6) & Fin(4) & Fin(17) & (Inf(1) | Inf(19)) & (Inf(10) | Inf(8)) & Fin(9)) | (Inf(7) & Fin(16) & (Inf(18) | Inf(14) | (Fin(0)|Fin(2)))) | Inf(12))) | (Inf(13) & Fin(15)),random
33,25.45112249790691,4.001017160480842,3.969548139721155,4.1565442201681435,3.9951514604035765,302.4951349943876,FFFFFF,100000,125389,18,1,1,99983,20,((Inf(6)&Inf(8)) & ((Inf(15) & (Inf(1) | Inf(9)) & Fin(2)) | ((Inf(10) | (Fin(14) & Inf(3))) & Fin(11))) & (Inf(19) | Inf(16)) & ((Fin(4) & (Fin(12) | Inf(0))) | Fin(5) | Inf(13) | Inf(7) | Inf(18))) | Fin(17),random
34,30.327752901939675,2.5010179303353652,2.485000470187515,2.482680719695054,2.490219980245456,3232.0066610118374,FFFFFF,100000,125258,1,1,1,100000,20,((Fin(15) & ((Fin(16)|Fin(17)|Fin(18)|Fin(19)) | Inf(5))) | Inf(0) | Fin(3)) & (Fin(10) | (Inf(8) & ((Fin(14) & Inf(9)) | Fin(13)))) & (Inf(12) | Fin(1) | (Fin(11) & Fin(6)) | ((Fin(4) | Inf(2)) & Inf(7))),random
35,109.37174799619243,107.85179148660973,65.52529000909999,65.81459740409628,65.22338960785419,2240.420078043826,TTTTTT,100000,125666,1,1,1,100000,20,(Inf(6) | (Fin(0) & Inf(13) & Fin(10))) & (Inf(3)&Inf(12)&Inf(15)) & (Fin(17) | (Fin(4) & Inf(8)) | (Inf(2) & Fin(11) & Fin(5))) & (Fin(1)|Fin(16)) & (Fin(9)|Fin(18)) & ((Fin(14)|Fin(19)) | Inf(7)),random
36,5.919494540430605,0.06624151739524678,0.06161409399937838,0.06132970139151439,0.061118704196996984,265.07369201863185,FFFFFF,100000,125289,3,1,1,99998,20,Inf(10) | (Fin(1)|Fin(4)|Fin(16)|Fin(18)) | (Inf(6)&Inf(9)) | Inf(5) | (Inf(0) & (Fin(12)|Fin(13)) & (Inf(15) | Inf(8) | Inf(17)) & ((Fin(3) & Fin(19)) | Inf(11) | Inf(7) | Fin(14))) | Inf(2),random
37,25.977801997214556,5.090174259385094,5.127222799928859,5.038222239818424,5.1329250005073845,520.9743219893426,FFFFFF,100000,125558,1,1,1,100000,20,((Fin(5) & Fin(10) & Fin(9) & Inf(8)) | Inf(14) | Fin(7)) & ((Fin(12)|Fin(15)) | ((Inf(0)&Inf(3)&Inf(11)) & Fin(13)) | ((Fin(1)|Fin(18)) & Inf(6) & (Inf(17) | Fin(19)) & Fin(4)) | (Fin(16) & Inf(2))),random
38,6.248996460344642,0.04240353920031339,0.037014824902871626,0.037295864400221035,0.03730835189926438,235.4952699970454,FFFFFF,100000,125662,8,2,2,99994,20,((Inf(6)&Inf(19)) & (Inf(9) | Fin(5))) | (Fin(11) & (Inf(1) | (Fin(14) & Inf(15))) & Fin(0) & (((Inf(8)&Inf(17)) & Fin(3) & Fin(12)) | (Inf(13) & Fin(18)) | ((Inf(4) | Inf(10)) & Inf(7))) & (Fin(2)|Fin(16))),random
39,6.877479379763827,0.0869158726069145,0.0809231809922494,0.08098239280516281,0.081017327203881,262.41755700903013,FFFFFF,100000,125566,10,1,1,99991,20,((Fin(14) | (Inf(2) & Fin(17)) | Inf(19)) & (Fin(11) | Inf(5))) | (Inf(7) & Fin(10) & (((Inf(4)&Inf(6)) & Fin(13)) | (Fin(12)|Fin(18)) | Inf(9) | (Inf(8) & (Inf(16) | Inf(1) | Fin(0) | Inf(3))) | Inf(15))),random
40,17.49010010389611,1.1505777449929155,1.144459924835246,1.14926590496907,1.1443793951184489,202.43550700251944,FFFFFF,100000,125640,2,1,1,99999,20,(Inf(19) & Fin(16)) | (Fin(0)|Fin(9)|Fin(18)) | ((Inf(11) | Inf(1)) & Fin(6) & Fin(14) & (Inf(3)&Inf(5)&Inf(15)) & (Inf(7) | Fin(17)) & (Inf(10) | (Inf(4)&Inf(13))) & (Fin(2) | Inf(12)) & Fin(8)),random
41,29.820002301130444,22.686688002431765,12.133112599258311,12.118486850522459,12.165952700888738,149.98536050552502,TTTTTT,100000,125171,12,2,1,99981,20,(((Fin(1) | Inf(9)) & (Fin(12) | Inf(11)) & Inf(5)) | Inf(14) | Inf(18)) & ((Inf(15)&Inf(16)&Inf(19)) | Inf(6) | Inf(17)) & (Inf(2)&Inf(8)&Inf(10)) & (Inf(13) | Inf(4) | Fin(7)) & Fin(3) & Fin(0),random
42,6.254890899872407,0.031178884999826552,0.0270191440009512,0.026907003804808483,0.02672558869817294,154.17408948997036,FFFFFF,100000,125424,1,1,1,100000,20,((Inf(9) | Fin(13)) & Fin(0) & Fin(15) & Inf(8)) | (Inf(12)&Inf(17)) | Inf(1) | ((Inf(7) | Inf(4) | Inf(2)) & ((Inf(18) & (Inf(11) | (Inf(19) & Fin(16)))) | Fin(14) | Inf(10)) & Fin(3) & Inf(5)) | Fin(6),random
43,17.376983602298424,0.45435585000086576,0.453380418010056,0.449243342038244,0.4493018579669297,802.8313220129348,FFFFFF,100000,125335,1,1,1,100000,20,(((Inf(6) | Fin(1)) & Inf(11)) | Fin(7) | (Fin(19) & Fin(18) & (Inf(16) | Inf(2) | Inf(5)))) & (Fin(8) | Inf(4)) & ((Fin(9) & Fin(14) & (Fin(10) | Inf(13)) & (Fin(3)|Fin(15)) & Inf(12) & Fin(0)) | Fin(17)),random
44,93.12399120535702,81.32961980300024,48.76931260805577,49.37468679854646,50.921137002296746,810.8054529875517,FFFFFF,100000,125622,1,1,1,100000,20,(((Inf(10) | (Fin(5)|Fin(15)|Fin(19)) | Inf(1)) & Fin(11)) | (Fin(16) & ((Fin(14) & Fin(8)) | (Inf(7) & Fin(4))) & Fin(2) & Inf(13))) & ((Fin(18) & Fin(0)) | Fin(6) | (Inf(3)&Inf(9))) & (Fin(12) | Inf(17)),random
45,6.446901059243828,0.09309228879865258,0.08701996840536594,0.08717624240089208,0.08689308279426769,387.91417196625844,FFFFFF,100000,125681,1,1,1,100000,20,(((Inf(12)&Inf(17)) | (Fin(1)|Fin(5)|Fin(14))) & ((Fin(10)|Fin(16)) | Inf(2) | Inf(13))) | (Fin(7)|Fin(19)) | Inf(15) | Inf(6) | (Fin(11) & (Inf(4)&Inf(8)&Inf(18))) | (Inf(3) & Fin(0) & Fin(9)),random
46,6.322822540532798,0.06037535020150244,0.05557728100102395,0.055350080993957815,0.055405516002792865,143.69187600095756,FFFFFF,100000,125379,8,1,1,99993,20,(Fin(19) & Inf(0)) | Inf(6) | Inf(2) | Inf(9) | Inf(1) | (Inf(12) & Fin(17)) | ((Inf(3)&Inf(4)&Inf(10)&Inf(13)&Inf(18)) & (Inf(16) | Fin(8))) | (Inf(15) & Fin(7)) | (Inf(5)&Inf(11)) | Inf(14),random
47,6.1176163400523365,0.03831020760117099,0.0331987529003527,0.03332276380388066,0.0332274358952418,248.0455880286172,FFFFFF,100000,125425,2,1,1,99999,20,(Fin(19) & Fin(3)) | (Fin(10)|Fin(13)) | Inf(9) | (Inf(11) & ((Fin(4)|Fin(17)) | Inf(5))) | ((Inf(1)&Inf(16)) & (Inf(14) | Fin(12)) & Fin(18)) | (Inf(7) & (Fin(15) | Inf(2))) | Inf(0) | (Fin(6) & Fin(8)),random
48,31.308677699416876,24.07343279919587,13.526266600820236,13.559820098453201,13.567000449984334,101.58899149973877,TTTTTT,100000,125209,3,1,1,99998,20,(Inf(5) | (Inf(8)&Inf(11)) | (Fin(10)|Fin(17))) & (Inf(13) | Inf(19)) & (Inf(12) | Inf(18) | Inf(4)) & (Inf(3)&Inf(7)) & (Inf(2) | Inf(0) | Fin(15) | (Inf(1)&Inf(16))) & Fin(14) & Fin(9) & Fin(6),random
49,6.350633039837703,0.040127396100433546,0.0352718256006483,0.03532685089739971,0.0351017993001733,382.7195859630592,FFFFFF,100000,125360,19,3,2,99983,20,(Inf(2) | ((Inf(3) | ((Fin(0)|Fin(7)) & Inf(5))) & Fin(12)) | Inf(10) | (((Fin(9)|Fin(13)) | Inf(14)) & Inf(19))) & (((Fin(11)|Fin(17)) & Fin(18)) | Inf(4) | Inf(1) | Inf(16) | Inf(8) | (Inf(6)&Inf(15))),random
0,31.549033999908715,23.89697610051371,13.580804000957869,13.59150865173433,13.712231899262406,142.25181500660256,TTTTTT,100000,125499,1,1,1,100000,20,(((Inf(4) | Fin(16)) & (Inf(7)&Inf(18)) & Fin(18)) | Inf(5) | (Fin(5)|Fin(17)) | Inf(19) | ((Inf(8)&Inf(13)&Inf(15)) & Fin(5)) | (((Fin(17) & Inf(17) & Fin(8) & Fin(18)) | Inf(17) | Inf(18) | Inf(7) | Fin(12)) & Fin(9))) & Fin(18) & Fin(14) & Fin(18) & ((Fin(0) & Inf(5) & Fin(3) & Fin(2)) | ((Fin(10)|Fin(19)) & Fin(5)) | (Fin(1)|Fin(6)|Fin(9)|Fin(10)) | (Fin(18) & Inf(11))),random-rep
